sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
159065,https://sofifa.com/player/159065/ezequiel-lavezzi/15/157759,E. Lavezzi,Ezequiel Iván Lavezzi,29,1985-05-03,173,75,Argentina,Paris Saint-Germain,82,82,0,0,"LW, ST",Right,3,4,4,High/Medium,Stocky,Yes,,#Acrobat,LW,22,,2012-07-01,2016,SUB,22,87,76,75,85,32,73,,,,,,,"Diver, Speed Dribbler (CPU AI Only)",78,76-1,47,78-1,79,84,79,76,60,82-1,86-3,88-2,94,80-2,92,81,72,75-4,72,70,75,30,77-2,78-2,68,,20,39,36,5,14,10,8,11,76+1,76+1,76+1,81+1,78+1,78+1,78+1,81+1,80+1,80+1,80+1,79+1,70+1,70+1,70+1,79+1,61+1,60+1,60+1,60+1,61+1,55+1,49+1,49+1,49+1,55+1
161956,https://sofifa.com/player/161956/borja-valero-iglesias/15/157759,Borja Valero,Borja Valero Iglesias,29,1985-01-12,175,73,Spain,Fiorentina,82,82,0,0,CM,Right,2,4,3,Medium/Medium,Normal,No,,#Playmaker  ,LCM,20,,2012-08-01,2019,,,71,74,85,81,65,67,,,,,,,Playmaker (CPU AI Only),81-1,71-1,61-1,88-1,67-1,79-1,81-1,75-1,87-1,87-1,74,68,78,83-1,78,79-1,68,76,66,76,59-1,71-1,75-1,87-1,73-1,,59-1,69-1,67-1,5-1,4-1,10-1,8-1,7-1,74+0,74+0,74+0,80+0,78+0,78+0,78+0,80+0,82+0,82+0,82+0,82+0,82+0,82+0,82+0,82+0,76+0,77+0,77+0,77+0,76+0,72+0,68+0,68+0,68+0,72+0
163631,https://sofifa.com/player/163631/leighton-baines/15/157759,L. Baines,Leighton Baines,29,1984-12-11,170,70,England,Everton,82,82,0,0,LB,Left,3,3,3,High/Medium,Normal,Yes,,#Crosser,LB,3,,2007-08-07,2018,LB,3,77,74,81,77,80,74,,,,,,,"Injury Free, Early Crosser",88,70,74,84+1,63,77+2,80+5,82,74,77-2,75-4,79,74+2,80+1,85,84+1,72,85-3,68+1,75,74,80,74+1,75+2,86,,80-1,82-3,81-1,8,15,10,13,12,75+1,75+1,75+1,79+1,77+1,77+1,77+1,79+1,77+1,77+1,77+1,79+1,78+1,78+1,78+1,79+1,81+1,79+1,79+1,79+1,81+1,81+1,78+1,78+1,78+1,81+1
163705,https://sofifa.com/player/163705/steve-mandanda/15/157759,S. Mandanda,Steve Mandanda,29,1985-03-28,185,82,France,Olympique de Marseille,82,82,0,0,GK,Right,3,3,1,Medium/Medium,Normal,Yes,,,GK,30,,2007-07-01,2016,SUB,23,,,,,,,83,78,79,82,48,80,Leadership,25,25,25,31,25,25,25,25,28,23,53,43,52,79,36,34,74,31,61,25,37,23,25,25,25,,25,25,25,83,78-3,79,80,82,,,,,,,,,,,,,,,,,,,,,,,,,,
164169,https://sofifa.com/player/164169/filipe-luis-kasmirski/15/157759,Filipe Luís,Filipe Luís Kasmirski,28,1985-08-09,182,78,Brazil,Chelsea,82,82,0,0,LB,Left,2,3,3,High/Medium,Lean,Yes,,,SUB,3,,2014-07-18,2017,SUB,14,82,62,76,78,81,77,,,,,,,Avoids Using Weaker Foot,86,59,66,75,56,77,74,75,77,84-1,79-2,85,74,82,60,71,62,89,74,60,75,84,71,70,65,,83,81,84,11,15,9,9,5,70+0,70+0,70+0,78+0,72+0,72+0,72+0,78+0,74+0,74+0,74+0,79+0,77+0,77+0,77+0,79+0,82+0,80+0,80+0,80+0,82+0,82+0,78+0,78+0,78+0,82+0
164994,https://sofifa.com/player/164994/jakub-blaszczykowski/15/157759,J. Błaszczykowski,Jakub Błaszczykowski,28,1985-12-14,175,71,Poland,Borussia Dortmund,82,82,0,0,RM,Right,3,4,3,Medium/Medium,Normal,Yes,,,SUB,16,,2007-07-01,2018,,,87,74,79,83,58,72,,,,,,,"Injury Prone, Speed Dribbler (CPU AI Only)",82,70,49,82-1,81,83-1,78+2,68,70+1,83,88-4,87-4,83,82,85+1,80,63-1,80-4,71-1,74+2,68+1,61,80-1,80,75,,55,60,61,14,8,9,13,15,76+1,76+1,76+1,82+1,78+1,78+1,78+1,82+1,81+1,81+1,81+1,81+1,77+1,77+1,77+1,81+1,73+1,72+1,72+1,72+1,73+1,69+1,64+1,64+1,64+1,69+1
173771,https://sofifa.com/player/173771/lukasz-piszczek/15/157759,L. Piszczek,Łukasz Piszczek,29,1985-06-03,184,78,Poland,Borussia Dortmund,82,82,0,0,RB,Right,2,3,3,High/High,Normal,Yes,,#Engine,RB,26,,2010-07-01,2017,SUB,20,81,67,73,74,81,82,,,,,,,Long Throw-in,84-1,64,74,77,66,74-1,75,44,70+1,77,78-5,84-1,68-1,83,67-6,77+1,74,87,80,66+1,83,84,73,66+1,62,,76,84,83+1,14,11,14,6,12,73+0,73+0,73+0,76+0,74+0,74+0,74+0,76+0,73+0,73+0,73+0,77+0,76+0,76+0,76+0,77+0,81+0,78+0,78+0,78+0,81+0,82+0,80+0,80+0,80+0,82+0
180432,https://sofifa.com/player/180432/a-hernanes-de-carvalho-a-lima/15/157759,Hernanes,Anderson Hernanes de Carvalho Andrade,29,1985-05-29,180,76,Brazil,Inter,82,82,0,0,"CM, CAM",Right,3,5,4,Medium/Medium,Normal,No,,#Distance Shooter,RCM,88,,2014-01-31,2018,,,71,81,83,85,63,73,,,,,,,"Power Free-Kick, Injury Free, Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",79-1,76-1,59-1,85-1,79-1,85-1,83-1,85-1,79-1,87-1,69,72+1,78,81-3,81+1,87-1,73,77,72,88,70-1,70-1,77-2,85-1,84-1,,51-1,71-1,67-1,9-1,11-1,13-1,7-1,8-1,78+1,78+1,78+1,81+1,81+1,81+1,81+1,81+1,83+1,83+1,83+1,81+1,81+1,81+1,81+1,81+1,75+1,75+1,75+1,75+1,75+1,71+1,68+1,68+1,68+1,71+1
182494,https://sofifa.com/player/182494/fernando-muslera/15/157759,F. Muslera,Fernando Muslera,28,1986-06-16,190,77,Uruguay,Galatasaray SK,82,82,0,0,GK,Right,2,2,1,Medium/Medium,Lean,No,,,GK,1,,2011-08-11,2018,GK,1,,,,,,,80,82,80,87,64,80,GK Long Throw,25,25,25,38,25,25,25,25,34,35,63,64,70,84-2,60,25,84,45,64,25,24,21,25,25-7,44,,25,25,25,80,82,80,80,87,,,,,,,,,,,,,,,,,,,,,,,,,,
209119,https://sofifa.com/player/209119/francisco-amorebielsa/15/157759,F. Amorebielsa,Francisco Amorebielsa,28,1985-10-27,194,83,Venezuela,Venezuela,82,82,0,0,"CB, LB",Left,3,3,2,Medium/High,Lean,No,,"#Aerial Threat, #Strength",,,,,,LCB,3,53,47,56,50,81,85,,,,,,,"Injury Prone, Dives Into Tackles (CPU AI Only)",48,38,79,67,53,44,41,34,50,60,53,53,44,73,43,69,68,68,91,41,93,77,49,59,56,,81,84,83,15,5,12,6,12,56+1,56+1,56+1,53+1,55+1,55+1,55+1,53+1,56+1,56+1,56+1,55+1,61+1,61+1,61+1,55+1,68+1,72+1,72+1,72+1,68+1,74+1,81+1,81+1,81+1,74+1
184881,https://sofifa.com/player/184881/sofiane-feghouli/15/157759,S. Feghouli,Sofiane Feghouli,24,1989-12-26,177,71,Algeria,Valencia CF,81,88,0,0,"RM, RW",Right,2,3,3,High/Medium,Lean,Yes,,"#Dribbler, #Acrobat",SUB,8,,2010-05-20,2016,,,84,73,75,86,41,63,,,,,,,Speed Dribbler (CPU AI Only),80,69+1,52+1,77,72+1,87,57+1,71+1,71+1,85,88+1,81-1,86+1,84+1,80+1,83+1,72+1,85+1,58+1,75+1,46+1,43+1,81+1,75+1,62+1,,32+1,47+1,34+1,13,7,10,10,8,76+0,76+0,76+0,82+0,79+0,79+0,79+0,82+0,80+0,80+0,80+0,81+0,74+0,74+0,74+0,81+0,65+0,63+0,63+0,63+0,65+0,58+0,50+0,50+0,50+0,58+0
201535,https://sofifa.com/player/201535/raphael-varane/15/157759,R. Varane,Raphaël Varane,21,1993-04-25,191,78,France,Real Madrid,81,88,0,0,CB,Right,3,3,2,Medium/Medium,Lean,Yes,,,SUB,2,,2011-07-01,2020,RCB,4,76,45,60,62,83,76,,,,,,,Injury Prone,36,40,84-1,73,42,57,46,54,74,72,74+9,77+1,53+2,78,47,52,76,69-1,80,53,73,85,44,56,43,,80-1,84,83-3,11,11,9,5,14,59+1,59+1,59+1,58+1,60+1,60+1,60+1,58+1,61+1,61+1,61+1,62+1,68+1,68+1,68+1,62+1,72+1,76+1,76+1,76+1,72+1,76+1,80+1,80+1,80+1,76+1
212218,https://sofifa.com/player/212218/aymeric-laporte/15/157759,A. Laporte,Aymeric  Laporte,20,1994-05-27,189,85,France,Athletic Club de Bilbao,81,88,0,0,"CB, LB",Left,2,2,2,Medium/Medium,Lean,No,,,LCB,4,,2012-10-01,2018,,,67,29,56,55,83,80,,,,,,,,31+2,25+2,84+12,68+3,30+2,43+2,50+2,47+2,78+7,70+4,65+13,69+14,58+12,73+6,56+12,37+2,84+9,74+21,83+9,27+2,79+15,84+4,34+2,48+2,35+2,,82+5,84+4,81+3,10,11,5,14,5,49+0,49+0,49+0,51+0,49+0,49+0,49+0,51+0,52+0,52+0,52+0,57+0,63+0,63+0,63+0,57+0,69+0,75+0,75+0,75+0,69+0,75+0,81+0,81+0,81+0,75+0
189242,https://sofifa.com/player/189242/philippe-coutinho-correia/15/157759,Coutinho,Philippe Coutinho Correia,22,1992-06-12,171,71,Brazil,Liverpool,81,86,0,0,"CAM, LW, CM",Right,2,4,4,High/Medium,Lean,Yes,,"#Dribbler, #Acrobat",CAM,10,,2013-01-30,2017,SUB,18,81,68,81,87,33,50,,,,,,,"Finesse Shot, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",74,66,47,85,75,87-1,84,72,74,86,89-1,75-2,91,73,91,69,59,63,49,68,35,30,76,86,64,,24,38,35,12,7,9,14,6,71+0,71+0,71+0,81+0,75+0,75+0,75+0,81+0,81+0,81+0,81+0,80+0,73+0,73+0,73+0,80+0,60+0,59+0,59+0,59+0,60+0,51+0,44+0,44+0,44+0,51+0
189509,https://sofifa.com/player/189509/thiago-alcantara/15/157759,Thiago,Thiago Alcântara do Nascimento,23,1991-04-11,172,70,Spain,FC Bayern München,81,86,0,0,"CM, CAM, CDM",Right,3,3,4,Medium/Medium,Normal,Yes,,"#Dribbler, #Acrobat",SUB,6,,2013-07-14,2017,,,72,72,79,87,57,65,,,,,,,"Injury Prone, Flair, Playmaker (CPU AI Only)",59+2,69,64,87+1,76+6,86+1,82,77,83,88+1,77-1,68,90+5,76,87+3,69,72+2,74,58-2,78,67-1,63+1,79,84,75,,49,58-4,61-4,6,11,7,9,13,74+1,74+1,74+1,78+1,78+1,78+1,78+1,78+1,82+1,82+1,82+1,79+1,80+1,80+1,80+1,79+1,70+1,72+1,72+1,72+1,70+1,66+1,63+1,63+1,63+1,66+1
192985,https://sofifa.com/player/192985/kevin-de-bruyne/15/157759,K. De Bruyne,Kevin De Bruyne,23,1991-06-28,181,76,Belgium,VfL Wolfsburg,81,86,0,0,"CAM, LM, RM",Right,2,5,4,High/Medium,Normal,Yes,,,LM,14,,2014-01-18,2019,RCM,7,77,80,80,82,41,69,,,,,,,"Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",78,78,41,82,78,82,76,76,81-1,83+1,75,78-4,78,78,79+2,82,65,83-2,74,83,42,52,82,80,75,,37,39,40,15,13,5,10,13,76+0,76+0,76+0,80+0,79+0,79+0,79+0,80+0,81+0,81+0,81+0,80+0,77+0,77+0,77+0,80+0,65+0,66+0,66+0,66+0,65+0,58+0,51+0,51+0,51+0,58+0
164859,https://sofifa.com/player/164859/theo-walcott/15/157759,T. Walcott,Theo  Walcott,25,1989-03-16,176,68,England,Arsenal,81,85,0,0,RM,Right,3,3,3,High/Low,Lean,Yes,,#Speedster,SUB,14,,2006-01-20,2016,,,96,77,75,81,33,64,,,,,,,"Injury Prone, Beat Offside Trap, Finesse Shot, Speed Dribbler (CPU AI Only)",78,83,53,77,71,81,72,73,65,80,97,96,83,82,80,76,59,75,60+1,67,61,31,82,76,67,,27,33,36,11,8,9,9,8,78+1,78+1,78+1,81+1,79+1,79+1,79+1,81+1,79+1,79+1,79+1,80+1,70+1,70+1,70+1,80+1,61+1,59+1,59+1,59+1,61+1,55+1,47+1,47+1,47+1,55+1
189332,https://sofifa.com/player/189332/jordi-alba-ramos/15/157759,Jordi Alba,Jordi Alba Ramos,25,1989-03-21,170,69,Spain,FC Barcelona,81,85,0,0,LB,Left,3,3,3,High/Medium,Normal,Yes,,"#Speedster, #Acrobat",LB,18,,2012-07-01,2017,LB,18,92,69,75,81,78,76,,,,,,,,81-3,73+9,62,78+2,60,80-1,77,64,71+1,79-2,93,92,89-1,83-2,87,64,81-2,92,67,66,77-2,82+2,77+2,68,59,,76,82-2,79,13,15,13,6,13,74+1,74+1,74+1,80+1,75+1,75+1,75+1,80+1,76+1,76+1,76+1,80+1,77+1,77+1,77+1,80+1,82+1,78+1,78+1,78+1,82+1,80+1,76+1,76+1,76+1,80+1
189461,https://sofifa.com/player/189461/jack-wilshere/15/157759,J. Wilshere,Jack Wilshere,22,1992-01-01,172,68,England,Arsenal,81,85,0,0,"CM, CDM, LM",Left,3,3,3,Medium/Medium,Normal,Yes,,,LCM,10,,2009-01-05,2018,CDM,7,76,69,81,84,61,77,,,,,,,"Injury Prone, Avoids Using Weaker Foot, Technical Dribbler (CPU AI Only)",75,64,58,84,64,84,80,72,83,84-1,77-5,75,83,80,87,75,67,84,72+3,73,83,61-6,80,85,65,,61,62-5,65-5,6,15,15,9,11,73+1,73+1,73+1,80+1,77+1,77+1,77+1,80+1,81+1,81+1,81+1,81+1,80+1,80+1,80+1,81+1,74+1,75+1,75+1,75+1,74+1,71+1,68+1,68+1,68+1,71+1
189712,https://sofifa.com/player/189712/kevin-strootman/15/157759,K. Strootman,Kevin Strootman,24,1990-02-13,186,78,Netherlands,Roma,81,85,0,0,CM,Left,2,3,2,High/High,Normal,No,,#Engine,SUB,6,,2013-07-16,2018,,,67,72,79,76,75,83,,,,,,,Leadership,69-1,66-1,64-1,83-1,57-1,75-1,75-1,73-1,83-1,81-1,66,68-2,66,81-1,62,85-1,55-1,86,84+2,78,83-1,81-1,75-1,81-1,71-1,,69-1,79-1,77-1,7-1,12-1,11-1,6-1,7-1,73+0,73+0,73+0,75+0,76+0,76+0,76+0,75+0,78+0,78+0,78+0,77+0,81+0,81+0,81+0,77+0,77+0,81+0,81+0,81+0,77+0,77+0,76+0,76+0,76+0,77+0
192883,https://sofifa.com/player/192883/henrikh-mkhitaryan/15/157759,H. Mkhitaryan,Henrikh Mkhitaryan,25,1989-01-21,178,72,Armenia,Borussia Dortmund,81,85,0,0,"CAM, LM, RM",Right,2,5,4,High/High,Lean,Yes,,"#Dribbler, #Acrobat",RM,10,,2013-07-08,2017,,,86,75,77,85,54,71,,,,,,,"Injury Free, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",64+1,74-3,58-6,83-2,84-1,86,80,59+2,79,83,88-1,84+2,88,81,83-1,75-1,75,85+1,66-4,73-3,67,63,81,80-2,70,,49+2,53-3,54,5,11,14,5,7,77+0,77+0,77+0,80+0,79+0,79+0,79+0,80+0,81+0,81+0,81+0,80+0,78+0,78+0,78+0,80+0,70+0,71+0,71+0,71+0,70+0,66+0,62+0,62+0,62+0,66+0
201942,https://sofifa.com/player/201942/roberto-firmino-barbosa-de-oliveira/15/157759,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,22,1991-10-02,181,76,Brazil,TSG 1899 Hoffenheim,81,85,0,0,"CAM, CF",Right,2,3,4,Medium/Medium,Lean,No,,#Dribbler,CAM,10,,2011-01-01,2017,,,77,77,77,85,33,67,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",70,80,72,83+1,80+8,87+1,74,67,72,83+1,78-1,77,84+1,78,78,73,74,76-1,72+4,74,41,33,80,81+1,63-10,,24,30,31,8,11,9,6,10,78+0,78+0,78+0,80+0,79+0,79+0,79+0,80+0,81+0,81+0,81+0,79+0,73+0,73+0,73+0,79+0,59+0,60+0,60+0,60+0,59+0,53+0,48+0,48+0,48+0,53+0
170369,https://sofifa.com/player/170369/giovani-dos-santos/15/157759,G. dos Santos,Giovani dos Santos Ramírez,25,1989-05-11,175,74,Mexico,Villarreal CF,81,84,0,0,"ST, CF, LW, RW",Left,3,4,4,High/Low,Normal,No,,"#Dribbler, #Acrobat",SUB,9,,2013-07-18,2017,LS,10,86,81,69,88,29,55,,,,,,,"Injury Prone, Selfish, Finesse Shot",71+1,83+1,68+1,69+1,79+1,88+1,73+1,79+1,71+1,87+1,87,85+1,89+1,81+1,89,81+1,65+1,68,49+1,82+1,53+1,28+1,80+1,62+1,70+1,,21+1,28+1,23+1,6,9,11,7,5,80+1,80+1,80+1,80+1,81+1,81+1,81+1,80+1,78+1,78+1,78+1,78+1,69+1,69+1,69+1,78+1,57+1,55+1,55+1,55+1,57+1,51+1,43+1,43+1,43+1,51+1
170797,https://sofifa.com/player/170797/nuri-sahin/15/157759,N. Şahin,Nuri Şahin,25,1988-09-05,180,72,Turkey,Borussia Dortmund,81,84,0,0,"CM, CDM",Left,3,4,3,High/Medium,Lean,Yes,,,SUB,18,,2014-04-11,2018,,,55,69,84,82,67,59,,,,,,,"Injury Prone, Finesse Shot, Playmaker (CPU AI Only)",82,63+1,47,84-2,78,81,85+1,83,85-1,85-1,59-2,51-1,77-1,83-2,75-2,72,34-15,68-3,61,80,51,85+3,66,84-2,57,,58+2,68-2,72,13,10,13,12,11,69+1,69+1,69+1,77+1,73+1,73+1,73+1,77+1,78+1,78+1,78+1,78+1,80+1,80+1,80+1,78+1,76+1,76+1,76+1,76+1,76+1,71+1,65+1,65+1,65+1,71+1
172610,https://sofifa.com/player/172610/leandro-castan-da-silva/15/157759,Leandro Castán,Leandro Castán da Silva,27,1986-11-05,184,80,Brazil,Roma,81,84,0,0,CB,Left,2,2,2,Medium/High,Normal,No,,,LCB,5,,2012-07-01,2018,,,71,39,50,57,84,81,,,,,,,Dives Into Tackles (CPU AI Only),39-1,31-1,78-1,59-1,27-1,49-1,31-1,29-1,64-1,69-1,69-1,73+5,51+6,77-1,55,63-1,81,72+2,84+2,36,84+2,85-1,27-1,47-1,45-1,,85-1,85-1,84-1,5-1,6-1,4-1,9-1,10-1,53+0,53+0,53+0,52+0,53+0,53+0,53+0,52+0,52+0,52+0,52+0,56+0,60+0,60+0,60+0,56+0,70+0,73+0,73+0,73+0,70+0,76+0,81+0,81+0,81+0,76+0
177457,https://sofifa.com/player/177457/lars-bender/15/157759,L. Bender,Lars Bender,25,1989-04-27,184,77,Germany,Bayer 04 Leverkusen,81,84,0,0,"CM, CDM",Right,3,3,2,High/High,Lean,Yes,,"#Engine, #Tactician ",RDM,8,,2009-08-18,2019,,,68,65,75,73,81,81,,,,,,,,69,59,73,83+1,57,73,49,47,80-2,76,67-2,69-2,65,82,66-3,74,76,94,76,74,78,86,69,77,52,,77,84+1,78,12,6,7,12,7,70+1,70+1,70+1,73+1,73+1,73+1,73+1,73+1,75+1,75+1,75+1,76+1,80+1,80+1,80+1,76+1,79+1,81+1,81+1,81+1,79+1,80+1,79+1,79+1,79+1,80+1
181820,https://sofifa.com/player/181820/stevan-jovetic/15/157759,S. Jovetić,Stevan Jovetić,24,1989-11-02,183,79,Montenegro,Manchester City,81,84,0,0,"ST, CF",Right,2,4,4,High/Medium,Normal,Yes,,,SUB,35,,2013-07-19,2018,,,78,82,78,83,38,70,,,,,,,"Diver, Injury Prone, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",72,83+1,76,82,81,85-1,84,72,73,82-6,77-5,79-2,83-2,83-1,62,83,76,75,74-1,80,50,30,83-1,80,84-3,,27,42,34,9,7,5,9,10,81+0,81+0,81+0,80+0,82+0,82+0,82+0,80+0,82+0,82+0,82+0,80+0,74+0,74+0,74+0,80+0,61+0,62+0,62+0,62+0,61+0,56+0,52+0,52+0,52+0,56+0
189574,https://sofifa.com/player/189574/ander-iturraspe-derteano/15/157759,Iturraspe,Ander Iturraspe Derteano,25,1989-03-08,187,75,Spain,Athletic Club de Bilbao,81,84,0,0,"CDM, CM",Right,2,3,2,High/Medium,Lean,No,,#Tactician ,RCM,8,,2008-07-01,2017,SUB,14,67,66,77,72,77,80,,,,,,,Playmaker (CPU AI Only),61+2,65+2,77+2,85+3,51+2,72+2,67+2,65+2,75+2,77+2,68+1,66+2,60+2,83+2,51+2,78+9,53+2,82+3,82+4,60+2,77+2,86+2,71+2,85+2,57+2,,71+9,82+2,65+2,6,11,7,6,8,71+0,71+0,71+0,71+0,73+0,73+0,73+0,71+0,76+0,76+0,76+0,74+0,79+0,79+0,79+0,74+0,75+0,81+0,81+0,81+0,75+0,76+0,76+0,76+0,76+0,76+0
189963,https://sofifa.com/player/189963/wilfried-bony/15/157759,W. Bony,Wilfried Guemiand Bony,25,1988-12-10,182,91,Ivory Coast,Swansea City,81,84,0,0,ST,Right,2,4,3,Medium/Low,Stocky,Yes,,#Strength,ST,10,,2013-07-23,2017,ST,12,73,82,59,74,39,85,,,,,,,"Injury Free, Long Shot Taker (CPU AI Only), Power Header",45,80-2,84,68,76+1,74,66,58,45,77+1,69-8,77+6,67,81,72-5,89,84,78,94,80,70,38,83,65,77,,25,42,28,10,8,5,7,11,81+0,81+0,81+0,70+0,79+0,79+0,79+0,70+0,75+0,75+0,75+0,68+0,66+0,66+0,66+0,68+0,55+0,59+0,59+0,59+0,55+0,54+0,55+0,55+0,55+0,54+0
193130,https://sofifa.com/player/193130/andre-schurrle/15/157759,A. Schürrle,André Schürrle,23,1990-11-06,183,72,Germany,Chelsea,81,84,0,0,"LM, RM",Right,3,4,4,Medium/Medium,Lean,Yes,,#Dribbler,RM,14,,2013-07-01,2018,SUB,9,88,83,75,83,37,67,,,,,,,"Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",77,81,65,79,78,86,77,70,67,78,92,85,85-1,83,77-5,86,76,76,64,85-3,59,43,80,75,81,,23,36,39,7,11,12,9,12,80+1,80+1,80+1,82+1,82+1,82+1,82+1,82+1,81+1,81+1,81+1,80+1,73+1,73+1,73+1,80+1,62+1,61+1,61+1,61+1,62+1,57+1,51+1,51+1,51+1,57+1
170733,https://sofifa.com/player/170733/gervais-yao-kouassi/15/157759,Gervinho,Gervais Lombe Yao Kouassi,27,1987-05-27,179,68,Ivory Coast,Roma,81,83,0,0,"LW, RW",Right,3,3,3,High/Medium,Lean,No,,"#Speedster, #Acrobat",LW,27,,2013-08-08,2018,LW,10,93,69,72,83,40,64,,,,,,,"Beat Offside Trap, Selfish, Speed Dribbler (CPU AI Only)",75-1,73-1,63-1,74-4,70-2,85-1,69-1,43-1,67-1,80-2,94,92,88+2,80-3,76+1,69-1,65,91+1,56+1,60,51-1,44-2,81-3,77-1,63-1,,33-1,39-1,35-1,14-1,5-1,12-1,10-1,13-1,75+1,75+1,75+1,80+1,76+1,76+1,76+1,80+1,78+1,78+1,78+1,80+1,72+1,72+1,72+1,80+1,64+1,62+1,62+1,62+1,64+1,58+1,50+1,50+1,50+1,58+1
177458,https://sofifa.com/player/177458/sven-bender/15/157759,S. Bender,Sven Bender,25,1989-04-27,185,72,Germany,Borussia Dortmund,81,83,0,0,CDM,Right,2,4,2,High/High,Lean,Yes,,"#Engine, #Tackling , #Tactician ",RDM,6,,2009-07-01,2017,,,66,56,68,66,85,82,,,,,,,"Injury Prone, Dives Into Tackles (CPU AI Only)",56,44+1,75-1,82,56-1,60,32,40,76-1,74,65-2,66,65-1,82,62-2,75,74,93,75,65,86,88,54+2,67-1,58,,83-1,86,87,13,7,8,14,15,63+0,63+0,63+0,65+0,66+0,66+0,66+0,65+0,68+0,68+0,68+0,69+0,75+0,75+0,75+0,69+0,78+0,81+0,81+0,81+0,78+0,81+0,82+0,82+0,82+0,81+0
178224,https://sofifa.com/player/178224/javier-hernandez/15/157759,J. Hernández,Javier Hernández Balcázar,26,1988-06-01,175,71,Mexico,Real Madrid,81,83,0,0,ST,Right,3,3,3,Medium/Low,Normal,Yes,,#Poacher,SUB,14,Manchester United,,2015,,,86,80,64,76,31,63,,,,,,,"Beat Offside Trap, Finesse Shot",62,88,82-1,67,74,74,67,52,55,77-1,87-2,85-2,79-2,73-11,84,75-1,85,75,57+1,69-1,59,26,87-1,72,80,,22,29,25,14,12,9,12,11,80+1,80+1,80+1,75+1,78+1,78+1,78+1,75+1,76+1,76+1,76+1,72+1,65+1,65+1,65+1,72+1,54+1,53+1,53+1,53+1,54+1,51+1,46+1,46+1,46+1,51+1
183285,https://sofifa.com/player/183285/mamadou-sakho/15/157759,M. Sakho,Mamadou Sakho,24,1990-02-13,187,83,France,Liverpool,81,83,0,0,CB,Left,3,2,2,Medium/High,Normal,Yes,,#Strength,LCB,17,,2013-09-02,2018,LCB,5,68,33,60,57,80,83,,,,,,,"Avoids Using Weaker Foot, Dives Into Tackles (CPU AI Only)",60,23,78,71,20,50,50,30,64,66,68,68,61,66,55,51,82,72,88,38,85,79,32,50,40,,77,84-2,82-1,14,12,9,7,8,49+1,49+1,49+1,56+1,51+1,51+1,51+1,56+1,54+1,54+1,54+1,60+1,61+1,61+1,61+1,60+1,71+1,72+1,72+1,72+1,71+1,75+1,80+1,80+1,80+1,75+1
139068,https://sofifa.com/player/139068/luis-carlos-almeida-da-cunha/15/157759,Nani,Luís Carlos Almeida da Cunha,27,1986-11-17,175,66,Portugal,Sporting CP,81,82,0,0,"RM, LM",Right,2,4,5,High/Low,Lean,Yes,,"#Dribbler, #Acrobat",LW,77,Manchester United,,2015,RW,17,84,79,79,86,27,64,,,,,,,"Diver, Selfish, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",81,74,46,80,75,87-1,80,74,75,83-1,87,81,92,76,83,85,51,72,63,84,58,31,81,80,72,,25,22,20,5,10,13,6,6,76+0,76+0,76+0,83+0,80+0,80+0,80+0,83+0,82+0,82+0,82+0,81+0,72+0,72+0,72+0,81+0,58+0,59+0,59+0,59+0,58+0,50+0,42+0,42+0,42+0,50+0
